Resource ID,Resource Name,Resource URL,Description,Archived,Format,Type,Runtime,Subject Areas,Authoring Organization,Intended Audiences,Record Modified,Resource Revised
L001905112,SciENcv for NSF Users: Biographical Sketches,https://youtu.be/hOzltEU0HXw,"This is a minor update to the original video published March 26, 2020. The update begins at 2:52. This video focuses on features in SciENcv that help you create, share, and maintain NSF approved biographical sketches, and these can be used for proposal submission.",false,MP4 Video,YouTube Video,6,My NCBI; Data Management,"Training Team, NCBI",User,12/01/2020 12:00:00 AM,11/19/2020 12:00:00 AM
L001526112,SciENcv for NSF Users: Biographical Sketches,https://www.youtube.com/watch?v=nk7qlbele0k,"This video focuses on features in SciENcv that help you create, share, and maintain NSF approved biographical sketches, and these can be used for proposal submission.",false,MP4 Video,YouTube Video,,SciENcv,"Training Team, NCBI",User,06/17/2020 12:00:00 AM,03/26/2020 12:00:00 AM
L004381112,SciENcv for NSF Users: Current and Pending (Other) Support,https://www.youtube.com/watch?v=aGegfyAATpk,This is a step-by-step tutorial to help you create and maintain NSF-approved Current and Pending (Other) Support format for proposal submission.,false,MP4 Video,YouTube Video,5,SciENcv,"Training Team, NCBI",User; Trainer,07/31/2023 12:00:00 AM,07/28/2023 12:00:00 AM
L001661112,Searching LactMed and LiverTox for Drug Effects,https://youtu.be/e_gmqeYCS5k,"For health sciences librarians looking for resources on the effects of drugs, the National Library of Medicine maintains two relevant databases: LactMed and LiverTox. Both of these databases are located in the NLM Bookshelf and are searchable through PubMed. This webinar will give a brief introduction to Bookshelf, LactMed and LiverTox. This webinar is part of the Health Sciences Libraries Series.",false,MP4 Video,YouTube Video,,Bookshelf; Drugs and Chemicals,Network of the National Library of Medicine,User,07/03/2020 12:00:00 AM,06/26/2020 12:00:00 AM
L00510080,Semantic MEDLINE: An Advanced Information Management Application for Biomedicine,https://www.nlm.nih.gov/oet/ed/mesh/semantic_medline.html,"Marcelo Fiszman, Lister Hill Center for Biomedical Communications, describes Semantic MEDLINE, a tool for exploring semantic relationships in MEDLINE",false,MP4 Video,Video Tutorial,16,MEDLINE; Medical Subject Headings (MeSH); Unified Medical Language System (UMLS),Office of Engagement and Training,User; Developer,07/29/2021 12:00:00 AM,06/21/2017 12:00:00 AM
L004021112,Sherpa Romeo,https://v2.sherpa.ac.uk/romeo/,Sherpa Romeo is an online resource that aggregates and analyses publisher open access policies from around the world and provides summaries of publisher copyright and open access archiving policies on a journal-by-journal basis.,false,HTML,Page,,Preprints,External Organization,User,04/05/2023 12:00:00 AM,01/01/2023 12:00:00 AM
L004082112,Standardize Your Research Data with the NIH Common Data Element Repository (March 2023),https://www.nlm.nih.gov/oet/ed/cde/2023-03_cde-r.html,"On March 29, 2023, Catherine Staley from the Office of Engagement and Training and Robin Taylor from the National Library of Medicine’s (NLM) MEDLARS Management Section (MMS) hosted the training Standardize Your Research Data with the NIH Common Data Elements Repository. Through live demonstrations and hands-on exercises, this course introduces you to common data elements (CDEs) and the NIH Common Data Elements Repository (CDE-R).",false,HTML,Webinar Source Page,88,Common Data Elements (CDE),Office of Engagement and Training,User; Trainer,04/24/2023 12:00:00 AM,04/24/2023 12:00:00 AM
L004621112,Standardize Your Research Data with the NIH Common Data Element Repository (October 2023),https://www.nlm.nih.gov/oet/ed/cde/2023-oct_cde-r.html,"On October 18, 2023, Catherine Staley from the Office of Engagement and Training and Robin Taylor from the National Library of Medicine’s (NLM's) division of Library Operations (LO) hosted the training Standardize Your Research Data with the NIH Common Data Element Repository. Through live demonstrations and hands-on exercises, this course introduces you to common data elements (CDEs) and the NIH Common Data Element Repository (CDE-R).",false,HTML,Webinar Source Page,71,Common Data Elements (CDE),Office of Engagement and Training,User; Trainer,11/02/2023 12:00:00 AM,10/31/2023 12:00:00 AM
L003941112,Standardize Your Research Data with the NIH Common Data Elements Repository (October 2022),https://www.youtube.com/watch?v=H35FVD31tEs,"On October 04, 2022, Catherine Staley from the Office of Engagement and Training and Robin Taylor from the National Library of Medicine’s (NLM) MEDLARS Management Section (MMS) hosted the training Standardize Your Research Data with the NIH Common Data Elements Repository. Through live demonstrations and hands-on exercises, this course introduces you to common data elements (CDEs) and the NIH Common Data Elements Repository (CDE-R).",false,MP4 Video,YouTube Video,80,Common Data Elements (CDE),Office of Engagement and Training,User; Trainer,04/24/2023 12:00:00 AM,02/16/2023 12:00:00 AM
L003441112,Standardize Your Research Data with the NIH Common Data Elements Repository (October 2022),https://www.nlm.nih.gov/oet/ed/cde/2022_10_cde-r_training.html,"On October 04, 2022, Catherine Staley from the Office of Engagement and Training and Robin Taylor from the National Library of Medicine’s (NLM) MEDLARS Management Section (MMS) hosted the training Standardize Your Research Data with the NIH Common Data Elements Repository. Through live demonstrations and hands-on exercises, this course introduces you to common data elements (CDEs) and the NIH Common Data Elements Repository (CDE-R).",false,HTML,Webinar Source Page,80,Common Data Elements (CDE),Office of Engagement and Training,User,04/24/2023 12:00:00 AM,10/19/2022 12:00:00 AM
L003724112,Submitting Activity Reports for NNLM Funded Projects,https://www.youtube.com/watch?v=RsRineV4S7Y,This brief video is for NNLM Subawardees and explains how to create and submit an Activity Report on your Project.,false,MP4 Video,YouTube Video,6,Other,Network of the National Library of Medicine,User; Trainer,01/06/2023 12:00:00 AM,08/29/2022 12:00:00 AM
L000627112,Submitting Data to NCBI,https://ftp.ncbi.nlm.nih.gov/pub/factsheets/HowTo_Submission_FlowCharts.pdf,"NCBI databases accept many types of data from biomedical research projects. These range from biological sequences, microarray data, chemical substances and their biological activities, to complete scientific manuscripts. Since each of these diverse data types has unique requirements, NCBI has specialized submission processes for each one. This handout provides a quick guide to NCBI data submission.",false,PDF,Document,,Genetics and Molecular Biology; Bioinformatics,"Training Team, NCBI",User,05/10/2022 12:00:00 AM,12/31/2014 12:00:00 AM
L003364112,"Surviving and Thriving: AIDS, Politics, and Culture/Sobrevivir y Prosperar: Sida, Política y Cultura: Patient Zero and the Early North American HIV/AIDS Epidemic",https://www.nlm.nih.gov/exhibition/surviving-and-thriving/resource-detail1.html#!,"The search for a “Patient Zero”—popularly understood to be the first infected case of an epidemic—has been an important feature of the news media’s coverage of disease outbreaks from the late 20th century onward, including HIV/AIDS, Ebola, SARS, and H1N1. Yet despite its widespread use, the term is a recent invention, drawing its origins from epidemiological studies investigating the etiology of AIDS in the United States in 1982. How did the idea of an epidemic's “Patient Zero” so swiftly come to exert a strong grip on the scientific, media, and popular consciousness?",false,HTML,Page,,K-12 Education; History of Medicine,History of Medicine,User; Trainer,09/30/2022 12:00:00 AM,09/30/2022 12:00:00 AM
L001842112,TRANSPOSE preprint policy records,https://transpose-publishing.github.io/#/,"TRANSPOSE is a grassroots initiative aiming to crowdsource a list of journal policies for (1) open peer review, (2) co-reviewer involvement, and (3) pre-printing",false,HTML,Page,,Preprints,External Organization,User,01/25/2023 12:00:00 AM,04/19/2022 12:00:00 AM
L003348112,"The Literature of Prescription: Charlotte Perkins Gilman and ""The Yellow Wall-Paper"" - Lesson Plans",https://www.nlm.nih.gov/exhibition/theliteratureofprescription/education/index.html,The Literature of Prescription presents the following instructional resources for educators in high schools and higher education institutions. The resources provide examples of how the rich content and primary-source readings in the exhibition can be used in a classroom. They are developed as instructional suggestions that an educator may adapt in whole or in part as she or he deems most appropriate for the students’ interest and academic goals.,false,HTML,Page,,K-12 Education; History of Medicine,History of Medicine,User; Trainer,09/30/2022 12:00:00 AM,09/30/2022 12:00:00 AM
L00141080,The NCBI LinkOut information for Libraries resource,https://www.ncbi.nlm.nih.gov/projects/linkout/doc/libraries.html,List of LinkOut resources from NCBI.,false,HTML,Page,,Library LinkOut,"Training Team, NCBI",User,07/14/2023 12:00:00 AM,11/10/2020 12:00:00 AM
L002041112,The NIH Common Data Elements (CDE) Repository,https://youtu.be/pmdeDGHmYUc,Structured human and machine-readable definitions of data elements recommended or required by NIH institutes and centers.,false,MP4 Video,YouTube Video,1,Health Services Research; Data Management; Common Data Elements (CDE),"Common Data Element Repository Team, LO/BSD",User; Trainer,10/26/2022 12:00:00 AM,04/13/2021 12:00:00 AM
L001764112,The NIH Preprint Pilot: A New Experiment for a New Era,https://nlmdirector.nlm.nih.gov/2020/06/09/the-nih-preprint-pilot-a-new-experiment-for-a-new-era/,"Announcement of pilot from NLM Director’s blog, Musings on the Mezzanine.",false,HTML,Page,,Preprints,"PubMed Central Team, NCBI",User,10/26/2022 12:00:00 AM,06/09/2020 12:00:00 AM
L001906112,The New dbGaP Study Config Web Form,https://www.youtube.com/watch?v=qtx6OTXzmVg,This is a brief introduction to a new web form in the dbGaP Submission Portal that helps to streamline dbGaP submissions. The Study config web form became available in Fall 2020.,false,MP4 Video,YouTube Video,2,Bioinformatics; Clinical Medicine; Data Science,"Training Team, NCBI",User,12/01/2020 12:00:00 AM,10/20/2020 12:00:00 AM
L000910112,The Pieces of Systematic Review with Margaret Foster,https://youtu.be/EK3UCvMO594,"Join us for the revamped Pieces of Systematic Review with Margaret Foster series! This second run of the original series will provide more practical examples for conducting each step of a systematic review as well as look at other types of reviews. Sessions will occur on the third Thursday of every month from 1pm - 2:30pm CT. The first webinar will highlight the following topics:Thursday, January 17, 2019 - Plan: Developing your topic, framing the question, selecting a standard and output",false,MP4 Video,Webinar,87,Images,Network of the National Library of Medicine,User,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM
L004241112,The Research Data Services Landscape: How Do You Start And Where Does Your Library Fit In?,https://www.youtube.com/watch?v=pbZ7L1SgtDA,This course is designed as an entry point for people unfamiliar with the field of research data services in libraries. The goal is to introduce what data services librarians work on and to present information on how learners can grow in this area. This includes mentioning other trainings offered by NNLM that would further their studies in data services. Learners will be able to describe the type of work done in data services and the subtopics found in data services.,false,MP4 Video,YouTube Video,53,Data Management; Data Science,Network of the National Library of Medicine,User,07/06/2023 12:00:00 AM,05/09/2023 12:00:00 AM
L003365112,This Lead Is Killing Us: A History of Citizens Fighting Lead Poisoning in Their Communities: Getting Informed about Lead: Then and Now - Lesson Plan,https://www.nlm.nih.gov/exhibition/thisleadiskillingus/education-lessonplan1.html,Students examine examples of past cases of lead poisoning and use primary and secondary sources to research and create lead-poisoning prevention posters.,false,HTML,Page,,K-12 Education; History of Medicine,History of Medicine,User; Trainer,09/30/2022 12:00:00 AM,09/30/2022 12:00:00 AM
L001562112,Tips for Customizing Gene Track Displays in NCBI Graphical Sequence Viewers,https://www.youtube.com/watch?v=aay2fcJ2ZXE,"Learn how easy it is to change the display of Gene features in NCBI's graphical sequence viewers, such as the display in Gene, and the GDV (Genome Data Viewer).",false,MP4 Video,YouTube Video,,Genetics and Molecular Biology,"Training Team, NCBI",User,06/18/2020 12:00:00 AM,03/06/2019 12:00:00 AM
L001201112,Tips for Using PubMed,https://www.nnlm.gov/BpXbp,A two-page handout on the very basics of PubMed.,false,PDF,Document,,PubMed,Office of Engagement and Training,User; Trainer,09/12/2023 12:00:00 AM,12/23/2022 12:00:00 AM
L001421112,Tips for Using PubMed (version for editing),https://www.nnlm.gov/BpM7R,An editable version of a two-page handout on the very basics of PubMed.,false,MS Word,Document,,PubMed,Office of Engagement and Training,User; Trainer,09/12/2023 12:00:00 AM,12/23/2022 12:00:00 AM
L00199080,Topic Searching in PubMed: Using the Medical Subject Headings (MeSH),https://www.nlm.nih.gov/oet/ed/pubmed/mesh/index.html,"Learn how to use the Medical Subject Headings (MeSH) for expert PubMed searching in this hands-on, self-paced course.",false,HTML,Tutorial,,Medical Subject Headings (MeSH); PubMed,Office of Engagement and Training,User,04/10/2023 12:00:00 AM,04/06/2023 12:00:00 AM
